FECHA,CLAVE_EST,PARAMETRO,INVALIDA,HORA01,HORA02,HORA03,HORA04,HORA05,HORA06,HORA07,HORA08,HORA09,HORA10,HORA11,HORA12,HORA13,HORA14,HORA15,HORA16,HORA17,HORA18,HORA19,HORA20,HORA21,HORA22,HORA23,HORA24
20/03/11,AGU,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
20/03/11,ATM,CO,,1.3,1.4,1.6,1.5,2.1,2.0,2.1,2.6,3.1,2.0,1.1,0.8,0.8,0.9,0.9,0.8,0.9,1.0,1.1,1.3,1.3,1.2,1.3,1.2
20/03/11,ATM,NO,,0.003,0.011,0.009,0.006,0.052,0.043,0.074,0.103,0.111,0.026,0.006,0.003,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.003,0.003,0.004,0.005,0.001
20/03/11,ATM,NO2,,0.031,0.048,0.054,0.050,0.060,0.056,0.060,0.069,0.092,0.055,0.028,0.023,0.022,0.019,0.018,0.019,0.021,0.018,0.031,0.034,0.025,0.025,0.031,0.029
20/03/11,ATM,NOX,,0.035,0.060,0.064,0.057,0.112,0.100,0.135,0.173,0.203,0.081,0.035,0.027,0.024,0.021,0.020,0.022,0.024,0.019,0.034,0.037,0.029,0.029,0.036,0.030
20/03/11,ATM,O3,,0.039,0.018,0.007,0.008,0.002,0.002,0.002,0.003,0.007,0.033,0.060,0.084,0.102,0.110,0.107,0.102,0.106,0.106,0.089,0.058,0.044,0.041,0.032,0.027
20/03/11,ATM,PM10,,38.8,42.1,46.7,43.6,49.1,42.1,53.8,66.1,89.4,85.6,46.5,41.6,43.4,47.8,39.7,34.1,43.7,41.3,42.8,110.3,78.4,76.2,52.7,54.8
20/03/11,ATM,SO2,,0.001,0.001,0.001,0.001,0.002,0.005,0.012,0.008,0.006,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002
20/03/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
20/03/11,CEN,NO,,0.009,0.026,0.033,0.051,0.078,0.074,0.088,0.105,0.076,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.004,0.000
20/03/11,CEN,NO2,,0.038,0.042,0.041,0.041,0.040,0.041,0.040,0.039,0.049,0.034,0.012,0.012,0.007,0.007,0.008,0.007,0.006,0.009,0.016,0.026,0.017,0.026,0.031,0.017
20/03/11,CEN,NOX,,0.053,0.076,0.083,0.103,0.128,0.127,0.140,0.157,0.137,0.055,0.016,0.016,0.009,0.008,0.010,0.009,0.008,0.010,0.019,0.029,0.020,0.032,0.040,0.018
20/03/11,CEN,O3,,0.010,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.025,0.059,0.081,0.100,0.116,0.114,0.109,0.104,0.102,0.089,0.053,0.038,0.022,0.010,0.024
20/03/11,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
20/03/11,CEN,SO2,,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
20/03/11,LDO,CO,,2.1,1.6,1.6,1.7,1.5,1.6,1.6,1.9,2.8,2.1,1.8,1.9,1.9,2.1,2.0,2.0,2.1,2.2,2.0,2.5,2.2,2.4,2.3,2.6
20/03/11,LDO,NO,,0.007,0.002,0.001,0.002,0.001,0.001,0.001,0.009,0.061,0.018,0.007,0.007,0.006,0.007,0.009,0.002,0.006,0.003,0.012,0.013,0.003,0.005,0.006,0.019
20/03/11,LDO,NO2,,0.046,0.027,0.019,0.021,0.019,0.021,0.024,0.033,0.043,0.030,0.019,0.022,0.021,0.020,0.022,0.017,0.029,0.024,0.047,0.064,0.033,0.035,0.039,0.041
20/03/11,LDO,NOX,,0.050,0.026,0.016,0.019,0.016,0.018,0.022,0.039,0.101,0.045,0.023,0.026,0.024,0.023,0.027,0.016,0.032,0.024,0.056,0.073,0.033,0.037,0.042,0.058
20/03/11,LDO,O3,,0.009,0.028,0.035,0.030,0.030,0.028,0.024,0.013,0.009,0.028,0.049,0.065,0.078,0.077,0.077,0.094,0.096,0.098,0.069,0.031,0.029,0.018,0.010,0.006
20/03/11,LDO,PM10,,104.4,69.9,55.2,45.9,40.1,43.9,44.7,63.6,100.4,108.8,71.2,89.8,94.9,91.1,85.2,80.1,97.9,85.7,106.4,230.5,154.2,146.8,118.3,90.8
20/03/11,LDO,SO2,,0.006,0.006,0.003,0.003,0.004,0.003,0.003,0.006,0.008,0.007,0.005,0.005,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005
20/03/11,MIR,CO,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
20/03/11,MIR,NO,,0.000,0.000,0.000,0.002,0.004,0.010,0.058,0.054,0.064,0.020,0.007,0.003,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.002,0.006
20/03/11,MIR,NO2,,0.020,0.012,0.012,0.024,0.043,0.047,0.064,0.064,0.074,0.054,0.036,0.029,0.026,0.020,0.018,0.019,0.016,0.016,0.021,0.039,0.028,0.026,0.036,0.045
20/03/11,MIR,NOX,,0.019,0.011,0.011,0.025,0.047,0.057,0.123,0.119,0.139,0.073,0.043,0.031,0.028,0.021,0.018,0.018,0.015,0.015,0.020,0.039,0.030,0.026,0.038,0.051
20/03/11,MIR,O3,,0.030,0.037,0.036,0.023,0.004,0.001,0.000,0.000,0.003,0.019,0.037,0.054,0.070,0.082,0.087,0.091,0.087,0.082,0.071,0.042,0.028,0.023,0.012,0.005
20/03/11,MIR,PM10,,39.5,27.9,23.7,26.7,67.4,71.2,91.9,122.3,164.3,136.4,76.8,60.2,50.5,44.4,43.9,38.0,42.0,42.5,47.1,85.5,85.0,64.9,55.5,64.2
20/03/11,MIR,SO2,,0.003,0.001,0.001,0.002,0.004,0.005,0.007,0.007,0.010,0.006,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.003,0.003,0.002
20/03/11,OBL,CO,,,,,,,,,,,,,0.7,0.9,0.8,0.8,0.8,0.8,0.9,0.9,1.2,0.9,1.0,0.9,0.9
20/03/11,OBL,NO,,,,,,,,,,,,,0.003,0.003,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.000,0.000
20/03/11,OBL,NO2,,,,,,,,,,,,,0.016,0.014,0.015,0.014,0.015,0.013,0.014,0.017,0.029,0.017,0.020,0.016,0.019
20/03/11,OBL,NOX,,,,,,,,,,,,,0.020,0.017,0.018,0.015,0.017,0.015,0.015,0.018,0.031,0.018,0.022,0.017,0.020
20/03/11,OBL,O3,,,,,,,,,,,,,0.093,0.112,0.124,0.167,0.137,0.134,0.130,0.120,0.080,0.064,0.055,0.057,0.049
20/03/11,OBL,PM10,,,,,,,,,,,,,82.1,184.0,168.2,112.8,93.2,88.6,83.2,91.7,308.1,165.4,110.5,80.8,280.0
20/03/11,OBL,SO2,,,,,,,,,,,,,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
20/03/11,TLA,CO,,2.2,2.0,1.9,2.2,2.2,1.9,2.6,3.8,3.3,2.7,2.0,1.7,1.6,1.5,1.3,1.3,1.3,1.5,1.8,2.3,2.1,1.9,1.9,2.2
20/03/11,TLA,NO,,0.008,0.012,0.013,0.036,0.026,0.020,0.090,0.162,0.069,0.028,0.009,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.012,0.009,0.005,0.007,0.019
20/03/11,TLA,NO2,,0.066,0.079,0.076,0.082,0.072,0.067,0.091,0.111,0.101,0.079,0.043,0.034,0.025,0.023,0.019,0.018,0.025,0.030,0.047,0.075,0.053,0.036,0.048,0.062
20/03/11,TLA,NOX,,0.073,0.090,0.088,0.118,0.097,0.086,0.181,0.274,0.170,0.107,0.053,0.038,0.027,0.025,0.021,0.020,0.028,0.032,0.050,0.087,0.062,0.042,0.055,0.081
20/03/11,TLA,O3,,0.016,0.004,0.004,0.003,0.004,0.007,0.003,0.003,0.009,0.027,0.048,0.068,0.087,0.095,0.096,0.090,0.096,0.095,0.075,0.039,0.026,0.027,0.020,0.011
20/03/11,TLA,PM10,,57.0,55.2,46.5,42.8,50.6,41.7,54.8,76.9,86.4,135.0,86.6,78.3,64.0,60.6,44.4,46.6,50.5,55.0,55.0,115.3,94.0,99.3,60.9,52.4
20/03/11,TLA,SO2,,0.005,0.007,0.014,0.010,0.008,0.006,0.009,0.011,0.010,0.008,0.007,0.006,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.005,0.005,0.005,0.004,0.004
20/03/11,VAL,CO,,"0,1","0,1",0.5,0.8,1.1,0.7,0.8,0.9,0.3,0.6,0.4,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
20/03/11,VAL,NO,,0.000,0.000,0.011,0.026,0.052,0.028,0.048,0.081,0.020,0.020,0.010,0.003,0.002,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.000
20/03/11,VAL,NO2,,0.009,0.014,0.043,0.048,0.046,0.042,0.040,0.040,0.031,0.042,0.033,0.015,0.009,0.006,0.004,0.005,0.005,0.004,0.010,0.015,0.009,0.018,0.018,0.008
20/03/11,VAL,NOX,,0.009,0.014,0.054,0.075,0.099,0.070,0.089,0.122,0.050,0.062,0.044,0.018,0.010,0.006,0.005,0.005,0.006,0.004,0.010,0.016,0.010,0.019,0.019,0.009
20/03/11,VAL,O3,,0.051,0.046,0.014,0.006,0.006,0.006,0.006,0.007,0.021,0.036,0.060,0.083,0.095,0.101,0.097,0.095,0.098,0.096,0.088,0.062,0.049,0.035,0.031,0.042
20/03/11,VAL,PM10,,20.5,20.6,30.6,33.2,33.3,29.0,31.0,30.1,19.3,33.2,39.0,29.5,25.2,24.0,21.6,21.4,22.6,28.3,29.7,47.5,40.7,43.9,31.1,22.9
20/03/11,VAL,SO2,,0.001,0.002,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
21/03/11,AGU,CO,,0.3,0.3,0.4,0.3,0.4,0.7,0.6,1.0,1.0,0.9,0.6,0.7,0.5,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2
21/03/11,AGU,NO,,0.004,0.004,0.001,0.001,0.009,0.029,0.006,0.033,0.052,0.037,0.018,0.015,0.013,0.009,0.012,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.001,0.002
21/03/11,AGU,NO2,,0.020,0.022,0.017,0.018,0.037,0.051,0.056,0.054,0.053,0.051,0.042,0.045,0.035,0.024,0.027,0.013,0.014,0.011,0.016,0.019,0.021,0.021,0.017,0.016
21/03/11,AGU,NOX,,0.031,0.033,0.025,0.025,0.053,0.087,0.069,0.095,0.112,0.095,0.068,0.068,0.056,0.040,0.046,0.021,0.024,0.020,0.023,0.027,0.029,0.029,0.024,0.024
21/03/11,AGU,O3,,0.045,0.038,0.039,0.043,0.027,0.011,0.009,0.008,0.023,0.038,0.057,0.083,0.094,0.094,0.089,0.114,0.121,0.113,0.096,0.072,0.059,0.054,0.060,0.060
21/03/11,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
21/03/11,AGU,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
21/03/11,ATM,CO,,0.9,0.9,0.9,0.9,1.0,1.1,1.5,1.7,1.6,1.3,0.9,0.9,0.8,0.6,0.6,0.6,0.7,0.8,0.9,1.0,0.9,0.9,1.0,0.9
21/03/11,ATM,NO,,0.001,0.001,0.000,0.000,0.000,0.001,0.026,0.043,0.038,0.016,0.006,0.005,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.000
21/03/11,ATM,NO2,,0.021,0.025,0.027,0.029,0.027,0.026,0.045,0.053,0.056,0.043,0.029,0.029,0.026,0.020,0.019,0.015,0.015,0.017,0.024,0.024,0.020,0.023,0.025,0.018
21/03/11,ATM,NOX,,0.022,0.026,0.027,0.030,0.028,0.027,0.072,0.097,0.095,0.059,0.035,0.034,0.030,0.023,0.022,0.016,0.015,0.019,0.026,0.026,0.022,0.026,0.028,0.019
21/03/11,ATM,O3,,0.032,0.027,0.024,0.020,0.020,0.025,0.009,0.004,0.014,0.038,0.068,0.090,0.104,0.100,0.105,0.109,0.110,0.109,0.093,0.061,0.054,0.049,0.044,0.048
21/03/11,ATM,PM10,,41.6,37.8,36.3,34.5,39.0,31.1,50.8,62.7,66.4,54.5,40.7,44.1,37.3,55.1,47.0,48.1,44.9,45.9,60.2,135.8,105.5,72.6,63.5,51.4
21/03/11,ATM,SO2,,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.009,0.007,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002
21/03/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
21/03/11,CEN,NO,,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.028,0.021,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
21/03/11,CEN,NO2,,0.011,0.022,0.019,0.019,0.030,0.015,0.027,0.032,0.033,0.021,0.013,0.011,0.007,0.006,0.006,0.007,0.012,0.012,0.013,0.017,0.013,0.020,0.021,0.012
21/03/11,CEN,NOX,,0.012,0.026,0.022,0.022,0.035,0.016,0.031,0.066,0.058,0.031,0.018,0.014,0.010,0.007,0.007,0.008,0.014,0.014,0.014,0.018,0.016,0.023,0.026,0.013
21/03/11,CEN,O3,,0.030,0.015,0.015,0.015,0.002,0.018,0.010,0.002,0.010,0.037,0.061,0.089,0.096,0.092,0.088,0.104,0.106,0.100,0.086,0.055,0.043,0.031,0.030,0.037
21/03/11,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
21/03/11,CEN,SO2,,0.008,0.012,0.011,0.010,0.006,0.010,0.010,0.010,0.009,0.007,0.006,0.007,0.006,0.003,0.003,0.002,0.002,0.002,0.004,0.006,0.008,0.008,0.004,0.009
21/03/11,LDO,CO,,1.9,1.7,1.7,1.6,1.6,1.9,2.0,2.2,2.5,2.3,2.0,1.6,1.2,1.4,1.3,1.4,1.5,1.7,1.6,1.7,1.2,1.3,1.3,1.6
21/03/11,LDO,NO,,0.002,0.001,0.004,0.001,0.003,0.018,0.019,0.032,0.026,0.013,0.009,0.007,0.004,0.004,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.005,0.020
21/03/11,LDO,NO2,,0.025,0.025,0.035,0.024,0.023,0.033,0.035,0.034,0.032,0.024,0.022,0.020,0.015,0.013,0.012,0.015,0.015,0.022,0.029,0.040,0.030,0.038,0.040,0.040
21/03/11,LDO,NOX,,0.024,0.023,0.036,0.023,0.023,0.048,0.051,0.063,0.055,0.034,0.027,0.024,0.016,0.013,0.010,0.013,0.013,0.021,0.028,0.041,0.030,0.040,0.042,0.057
21/03/11,LDO,O3,,0.020,0.021,0.005,0.019,0.019,0.005,0.006,0.004,0.016,0.036,0.057,0.055,0.067,0.067,0.075,0.080,0.087,0.087,0.078,0.044,0.034,0.021,0.015,0.013
21/03/11,LDO,PM10,,79.5,63.3,72.9,55.7,44.9,63.5,56.8,98.8,111.6,113.2,93.6,84.4,84.8,74.4,86.5,86.7,88.2,106.4,92.4,194.3,154.8,162.5,138.3,116.5
21/03/11,LDO,SO2,,0.004,0.005,0.005,0.006,0.005,0.005,0.005,0.006,0.007,0.006,0.006,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.005
21/03/11,MIR,CO,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
21/03/11,MIR,NO,,0.011,0.001,0.002,0.004,0.006,0.028,0.054,0.120,0.050,0.024,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.001,0.001,0.001,0.000,0.001
21/03/11,MIR,NO2,,0.040,0.028,0.030,0.038,0.047,0.054,0.061,0.082,0.069,0.058,0.035,0.025,0.019,0.015,0.017,0.016,0.021,0.018,0.026,0.029,0.024,0.022,0.020,0.027
21/03/11,MIR,NOX,,0.050,0.028,0.031,0.042,0.053,0.082,0.116,0.203,0.119,0.083,0.039,0.026,0.020,0.015,0.017,0.016,0.021,0.018,0.024,0.029,0.024,0.022,0.020,0.028
21/03/11,MIR,O3,,0.007,0.012,0.011,0.006,0.000,0.000,0.000,0.000,0.006,0.020,0.044,0.062,0.062,0.063,0.069,0.076,0.071,0.075,0.064,0.041,0.031,0.028,0.029,0.024
21/03/11,MIR,PM10,,80.5,51.0,36.5,47.0,48.6,52.8,54.6,81.1,86.6,86.0,42.5,54.6,50.9,46.6,63.8,48.5,60.8,48.6,50.4,109.6,79.9,80.1,60.1,54.8
21/03/11,MIR,SO2,,0.002,0.002,0.002,0.004,0.005,0.004,0.005,0.008,0.005,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.003,0.004,0.003,0.002,0.003
21/03/11,OBL,CO,,1.2,1.3,1.1,1.1,1.1,1.0,1.4,2.0,1.9,1.3,1.2,1.2,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.1,1.0,1.1,1.1,0.9
21/03/11,OBL,NO,,0.001,0.001,0.000,0.001,0.002,0.000,0.018,0.049,0.028,0.009,0.006,0.005,0.006,0.006,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.001,0.000,0.000
21/03/11,OBL,NO2,,0.021,0.028,0.029,0.022,0.024,0.020,0.033,0.042,0.039,0.025,0.024,0.023,0.017,0.015,0.011,0.013,0.016,0.015,0.016,0.019,0.014,0.020,0.019,0.015
21/03/11,OBL,NOX,,0.022,0.029,0.030,0.023,0.026,0.021,0.052,0.091,0.067,0.035,0.031,0.028,0.023,0.020,0.013,0.015,0.018,0.016,0.017,0.019,0.015,0.021,0.019,0.015
21/03/11,OBL,O3,,0.043,0.032,0.029,0.034,0.030,0.040,0.023,0.016,0.029,0.054,0.085,0.110,0.103,0.100,0.108,0.124,0.136,0.135,0.119,0.085,0.072,0.063,0.063,0.064
21/03/11,OBL,PM10,,101.9,94.9,68.2,60.0,70.5,56.4,78.0,132.0,140.9,66.7,78.1,105.2,96.0,81.1,66.8,76.6,80.9,75.6,79.1,180.3,157.2,89.3,90.4,71.3
21/03/11,OBL,SO2,,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.006,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
21/03/11,TLA,CO,,2.1,2.0,2.1,2.1,2.3,2.3,2.2,2.7,2.8,2.3,2.1,1.9,1.8,1.6,1.6,1.6,1.7,1.8,2.1,2.3,2.1,2.2,2.2,2.2
21/03/11,TLA,NO,,0.001,0.001,0.002,0.001,0.005,0.003,0.010,0.050,0.030,0.007,0.004,0.001,0.001,0.001,0.004,0.003,0.003,0.002,0.006,0.005,0.004,0.009,0.004,0.002
21/03/11,TLA,NO2,,0.029,0.034,0.052,0.045,0.057,0.047,0.053,0.073,0.062,0.033,0.030,0.023,0.022,0.013,0.020,0.018,0.024,0.030,0.053,0.047,0.039,0.049,0.038,0.037
21/03/11,TLA,NOX,,0.030,0.034,0.055,0.045,0.062,0.050,0.063,0.123,0.092,0.040,0.034,0.024,0.022,0.014,0.023,0.021,0.026,0.032,0.059,0.052,0.043,0.058,0.042,0.039
21/03/11,TLA,O3,,0.027,0.020,0.008,0.012,0.003,0.006,0.010,0.004,0.015,0.041,0.059,0.077,0.090,0.072,0.077,0.083,0.092,0.090,0.070,0.047,0.035,0.026,0.030,0.031
21/03/11,TLA,PM10,,54.8,54.3,47.9,39.7,57.0,58.4,38.0,56.6,74.7,57.2,55.4,68.2,70.0,43.3,48.0,50.2,59.6,60.3,82.1,122.1,92.2,94.3,81.2,63.4
21/03/11,TLA,SO2,,0.005,0.005,0.006,0.005,0.006,0.007,0.006,0.006,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.008,0.007
21/03/11,VAL,CO,,"0,1","0,1","0,1","0,1","0,1","0,1","0,1",0.5,0.2,"0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1"
21/03/11,VAL,NO,,0.001,0.000,0.000,0.000,0.000,0.001,0.002,0.052,0.018,0.006,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.000,0.000
21/03/11,VAL,NO2,,0.013,0.018,0.014,0.011,0.014,0.010,0.022,0.039,0.026,0.013,0.007,0.010,0.013,0.009,0.009,0.008,0.008,0.004,0.008,0.010,0.012,0.022,0.013,0.007
21/03/11,VAL,NOX,,0.014,0.019,0.014,0.012,0.014,0.011,0.024,0.092,0.044,0.018,0.010,0.013,0.015,0.011,0.010,0.008,0.009,0.005,0.009,0.011,0.013,0.026,0.013,0.007
21/03/11,VAL,O3,,0.038,0.027,0.031,0.038,0.028,0.033,0.022,0.008,0.024,0.044,0.060,0.075,0.096,0.095,0.101,0.105,0.102,0.099,0.089,0.063,0.050,0.037,0.046,0.051
21/03/11,VAL,PM10,,26.1,34.2,19.6,21.1,25.9,22.1,22.3,31.4,25.1,20.2,18.5,21.3,24.9,31.3,34.3,34.3,29.0,25.4,32.7,58.5,44.7,48.7,37.0,32.7
21/03/11,VAL,SO2,,0.002,0.003,0.001,0.001,0.003,0.005,0.004,0.003,0.003,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.003,0.005,0.002,0.002
22/03/11,AGU,CO,,0.5,0.4,0.2,0.3,0.2,0.3,0.9,1.6,2.1,1.3,1.0,0.9,0.8,0.5,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.2,0.3
22/03/11,AGU,NO,,0.011,0.004,0.002,0.003,0.003,0.010,0.127,0.132,0.147,0.075,0.051,0.024,0.010,0.009,0.004,0.003,0.003,0.001,0.002,0.002,0.001,0.009,0.004,0.011
22/03/11,AGU,NO2,,0.038,0.037,0.019,0.027,0.025,0.032,0.053,0.055,0.064,0.060,0.055,0.053,0.047,0.027,0.012,0.010,0.009,0.010,0.018,0.021,0.021,0.030,0.015,0.020
22/03/11,AGU,NOX,,0.056,0.047,0.028,0.036,0.034,0.049,0.187,0.195,0.219,0.142,0.113,0.084,0.064,0.043,0.022,0.020,0.018,0.017,0.027,0.029,0.029,0.046,0.025,0.038
22/03/11,AGU,O3,,0.037,0.033,0.048,0.039,0.038,0.029,0.013,0.006,0.011,0.025,0.041,0.065,0.100,0.092,0.090,0.091,0.084,0.083,0.071,0.056,0.049,0.034,0.042,0.033
22/03/11,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/03/11,AGU,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/03/11,ATM,CO,,1.0,0.9,0.9,0.9,0.9,1.3,2.6,2.8,2.3,1.8,1.4,0.8,0.7,0.6,0.5,0.6,0.6,0.7,0.9,1.2,1.2,0.9,0.9,0.9
22/03/11,ATM,NO,,0.000,0.000,0.000,0.000,0.000,0.010,0.101,0.078,0.044,0.022,0.014,0.007,0.005,0.003,0.002,0.002,0.001,0.002,0.002,0.006,0.006,0.003,0.002,0.000
22/03/11,ATM,NO2,,0.018,0.020,0.013,0.010,0.011,0.035,0.063,0.063,0.056,0.045,0.038,0.035,0.026,0.016,0.013,0.013,0.012,0.014,0.019,0.028,0.029,0.021,0.019,0.014
22/03/11,ATM,NOX,,0.018,0.020,0.013,0.010,0.011,0.045,0.165,0.142,0.101,0.067,0.053,0.043,0.031,0.020,0.015,0.016,0.014,0.016,0.021,0.034,0.035,0.025,0.022,0.015
22/03/11,ATM,O3,,0.045,0.041,0.047,0.045,0.040,0.017,0.002,0.004,0.013,0.033,0.055,0.082,0.097,0.089,0.086,0.084,0.077,0.074,0.064,0.041,0.029,0.031,0.031,0.034
22/03/11,ATM,PM10,,42.9,34.1,30.9,21.7,21.8,33.8,71.6,95.7,71.2,56.4,130.0,122.1,101.6,76.4,64.2,60.3,53.3,78.9,192.0,159.9,92.7,83.6,49.9,35.3
22/03/11,ATM,SO2,,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.004,0.004,0.006,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001
22/03/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/03/11,CEN,NO,,0.000,0.000,0.000,0.004,0.004,0.020,0.043,0.070,0.083,0.037,0.016,0.005,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
22/03/11,CEN,NO2,,0.015,0.027,0.019,0.030,0.030,0.033,0.033,0.032,0.039,0.043,0.040,0.036,0.019,0.008,0.004,0.004,0.007,0.012,0.015,0.018,0.017,0.014,0.017,0.011
22/03/11,CEN,NOX,,0.016,0.029,0.021,0.038,0.036,0.057,0.081,0.111,0.134,0.089,0.064,0.048,0.024,0.011,0.007,0.007,0.011,0.017,0.018,0.021,0.021,0.018,0.019,0.014
