FECHA,CLAVE_EST,PARAMETRO,INVALIDA,HORA01,HORA02,HORA03,HORA04,HORA05,HORA06,HORA07,HORA08,HORA09,HORA10,HORA11,HORA12,HORA13,HORA14,HORA15,HORA16,HORA17,HORA18,HORA19,HORA20,HORA21,HORA22,HORA23,HORA24
22/08/11,OBL,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/08/11,OBL,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/08/11,OBL,O3,,0.038,0.040,0.034,0.033,0.030,0.020,0.019,0.015,0.018,0.027,0.034,0.040,0.044,0.046,0.049,0.051,0.048,0.050,0.052,0.042,0.028,0.033,0.032,0.036
22/08/11,OBL,PM10,,45.5,38.0,48.3,25.3,19.5,39.6,39.1,66.1,53.4,55.5,48.1,27.0,29.5,29.2,25.7,41.0,48.4,32.5,44.6,66.2,114.9,196.9,119.1,49.2
22/08/11,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22/08/11,TLA,CO,,1.4,0.9,0.9,1.1,0.8,0.8,1.1,1.6,1.8,1.4,1.1,0.7,0.3,0.4,0.7,0.6,0.6,0.6,0.7,0.9,0.9,1.1,0.9,1.0
22/08/11,TLA,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/08/11,TLA,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/08/11,TLA,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
22/08/11,TLA,O3,,0.030,0.040,0.024,0.011,0.021,0.014,0.005,0.000,0.004,0.019,0.032,0.037,0.038,0.044,0.052,0.055,0.054,0.055,0.055,0.048,0.039,0.023,0.031,0.037
22/08/11,TLA,PM10,,34.3,18.2,23.9,36.8,18.0,22.0,34.0,45.1,51.1,44.4,36.7,29.1,23.8,22.0,23.7,19.0,21.4,19.9,20.2,21.9,47.3,75.0,22.3,15.7
22/08/11,TLA,SO2,,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003
22/08/11,VAL,CO,,0.4,0.4,0.4,0.3,0.3,0.4,0.5,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.5,0.7,0.9,0.7,0.6,0.4
22/08/11,VAL,NO,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.007,0.009,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.007,0.003,0.003,0.001
22/08/11,VAL,NO2,,0.009,0.005,0.005,0.004,0.004,0.007,0.014,0.021,0.014,0.011,0.007,0.005,0.005,0.005,0.006,0.006,0.008,0.007,0.012,0.019,0.032,0.022,0.016,0.011
22/08/11,VAL,NOX,,0.010,0.007,0.006,0.005,0.004,0.008,0.016,0.028,0.021,0.020,0.012,0.008,0.008,0.008,0.009,0.008,0.011,0.011,0.017,0.024,0.039,0.025,0.019,0.012
22/08/11,VAL,O3,,0.044,0.038,0.031,0.029,0.027,0.020,0.013,0.007,0.013,0.020,0.031,0.038,0.040,0.042,0.045,0.047,0.047,0.046,0.045,0.036,0.020,0.023,0.026,0.031
22/08/11,VAL,PM10,,23.7,19.1,14.7,7.5,4.8,1.9,1.1,7.2,9.5,12.5,10.7,7.7,3.9,6.3,5.7,6.0,7.7,3.1,9.9,10.0,17.5,26.3,16.9,8.6
22/08/11,VAL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23/08/11,AGU,CO,,0.3,0.3,0.3,0.3,0.3,0.5,1.0,1.5,1.7,1.5,0.7,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.7,1.0,0.9,0.6,0.5,0.6
23/08/11,AGU,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,AGU,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,AGU,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,AGU,O3,,0.025,0.024,0.020,0.022,0.022,0.016,0.007,0.005,0.005,0.008,0.018,0.023,0.029,0.030,0.030,0.030,0.030,0.024,0.019,0.011,0.009,0.011,0.017,0.010
23/08/11,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,AGU,SO2,,0.003,0.003,0.003,0.004,0.003,0.003,0.005,0.006,0.005,0.005,0.006,0.005,0.004,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003
23/08/11,ATM,CO,,0.6,0.6,0.6,0.6,0.6,0.8,1.2,2.0,2.1,1.4,1.0,0.9,0.9,0.9,0.8,0.9,0.9,0.9,1.4,1.6,1.6,1.2,0.9,1.1
23/08/11,ATM,NO,,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.013,0.021,0.010,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.006,0.009,0.003,0.001,0.001
23/08/11,ATM,NO2,,0.041,0.038,0.035,0.035,0.035,0.039,0.052,0.070,0.078,0.069,0.057,0.050,0.046,0.044,0.040,0.041,0.045,0.047,0.061,0.073,0.078,0.066,0.050,0.055
23/08/11,ATM,NOX,,0.043,0.039,0.036,0.036,0.036,0.041,0.056,0.084,0.100,0.081,0.061,0.053,0.048,0.046,0.042,0.042,0.047,0.048,0.065,0.080,0.089,0.070,0.052,0.057
23/08/11,ATM,O3,,0.027,0.029,0.028,0.027,0.025,0.018,0.007,0.001,0.002,0.010,0.018,0.022,0.032,0.037,0.039,0.041,0.040,0.031,0.019,0.007,0.002,0.015,0.025,0.008
23/08/11,ATM,PM10,,10.4,13.5,9.7,10.0,9.6,16.1,26.2,36.3,46.6,34.7,26.8,18.6,17.7,14.0,12.0,15.6,22.1,38.8,30.8,48.3,48.9,17.0,4.8,17.2
23/08/11,ATM,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23/08/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,CEN,NO,,0.000,0.001,0.002,0.001,0.000,0.003,0.014,0.091,0.066,0.034,0.019,0.015,0.014,0.014,0.015,0.018,0.016,0.017,0.021,0.035,0.026,0.008,0.010,0.018
23/08/11,CEN,NO2,,0.036,0.030,0.025,0.026,0.028,0.034,0.048,0.053,0.048,0.042,0.035,0.034,0.031,0.030,0.031,0.032,0.032,0.036,0.045,0.051,0.051,0.048,0.046,0.051
23/08/11,CEN,NOX,,0.036,0.029,0.023,0.025,0.028,0.037,0.062,0.144,0.114,0.076,0.054,0.049,0.045,0.044,0.046,0.050,0.048,0.053,0.066,0.086,0.077,0.056,0.056,0.069
23/08/11,CEN,O3,,0.020,0.024,0.024,0.022,0.020,0.016,0.005,0.003,0.003,0.010,0.014,0.018,0.026,0.031,0.031,0.033,0.036,0.026,0.017,0.007,0.005,0.010,0.016,0.005
23/08/11,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,LDO,CO,,1.1,1.0,1.0,1.0,1.0,1.1,1.5,1.7,1.9,1.7,1.7,1.7,1.7,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.3,1.4
23/08/11,LDO,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,LDO,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,LDO,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,LDO,O3,,0.037,0.038,0.039,0.038,0.035,0.027,0.018,0.015,0.014,0.016,0.024,0.024,0.036,0.042,0.047,0.054,0.053,0.045,0.035,0.026,0.020,0.024,0.034,0.019
23/08/11,LDO,PM10,,12.2,11.3,11.4,11.0,9.9,17.2,21.0,29.1,35.3,33.7,37.8,41.3,23.7,22.7,35.7,24.9,31.3,25.5,25.0,36.1,36.6,40.8,22.7,16.5
23/08/11,LDO,SO2,,0.001,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23/08/11,MIR,CO,,0.3,0.2,0.2,0.2,0.2,0.4,0.7,0.8,1.0,1.1,0.5,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.7,0.5,0.6
23/08/11,MIR,NO,,0.005,0.004,0.005,0.005,0.005,0.001,0.010,0.014,0.015,0.022,0.007,0.006,0.003,0.001,0.002,0.002,0.001,0.001,0.007,0.005,0.006,0.007,0.007,0.005
23/08/11,MIR,NO2,,0.023,0.020,0.026,0.020,0.024,0.035,0.042,0.042,0.044,0.042,0.026,0.025,0.023,0.020,0.024,0.021,0.023,0.023,0.033,0.035,0.037,0.036,0.028,0.036
23/08/11,MIR,NOX,,0.018,0.016,0.021,0.015,0.019,0.034,0.052,0.056,0.058,0.063,0.033,0.031,0.025,0.019,0.024,0.019,0.022,0.022,0.039,0.039,0.042,0.042,0.033,0.040
23/08/11,MIR,O3,,0.022,0.022,0.017,0.023,0.018,0.008,0.002,0.003,0.003,0.006,0.015,0.020,0.026,0.034,0.032,0.037,0.032,0.026,0.014,0.010,0.005,0.007,0.019,0.005
23/08/11,MIR,PM10,,14.3,10.7,14.1,13.4,15.1,28.6,33.9,27.1,22.8,30.7,29.9,26.8,22.0,17.6,20.9,18.0,20.6,22.0,27.3,38.3,42.2,32.7,8.0,17.2
23/08/11,MIR,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23/08/11,OBL,CO,,0.9,0.7,0.6,0.6,0.7,0.8,1.5,1.7,1.9,1.4,1.0,1.0,1.1,1.0,1.0,0.9,0.9,1.4,1.3,1.2,0.9,1.0,1.0,0.9
23/08/11,OBL,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,OBL,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,OBL,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,OBL,O3,,0.039,0.039,0.037,0.035,0.032,0.023,0.016,0.015,0.015,0.021,0.025,0.031,0.039,0.045,0.047,0.047,0.048,0.039,0.029,0.021,0.025,0.027,0.033,0.031
23/08/11,OBL,PM10,,22.3,42.1,15.6,4.6,19.3,24.2,57.6,75.2,67.6,43.4,81.4,22.8,29.2,14.7,32.5,59.1,35.4,144.2,40.4,41.4,81.7,179.3,74.5,12.2
23/08/11,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001
23/08/11,TLA,CO,,1.6,1.6,1.6,1.5,1.6,1.7,1.9,2.0,2.5,2.3,2.0,1.8,0.7,1.2,0.8,0.7,0.5,0.5,0.7,0.7,0.8,0.9,0.7,0.8
23/08/11,TLA,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,TLA,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,TLA,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
23/08/11,TLA,O3,,0.033,0.032,0.034,0.033,0.032,0.025,0.006,0.003,0.003,0.011,0.019,0.022,0.033,0.038,0.043,0.032,0.016,0.014,0.012,0.010,0.009,0.009,0.010,0.009
23/08/11,TLA,PM10,,11.1,9.5,7.6,8.3,7.7,14.5,24.8,33.7,30.4,24.5,21.5,28.9,15.2,13.5,13.1,17.9,15.4,15.3,21.7,24.3,25.1,24.8,7.8,9.9
23/08/11,TLA,SO2,,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.001,Cal.,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23/08/11,VAL,CO,,0.5,0.5,0.4,0.4,0.4,0.4,0.6,1.0,1.5,1.2,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.8,0.9,1.1,1.0,0.7,0.7
23/08/11,VAL,NO,,0.001,0.001,0.001,0.000,0.000,0.000,0.005,0.022,0.043,0.030,0.012,0.006,0.007,0.006,0.006,0.005,0.005,0.005,0.006,0.007,0.008,0.007,0.002,0.004
23/08/11,VAL,NO2,,0.017,0.013,0.005,0.004,0.005,0.006,0.017,0.026,0.023,0.021,0.013,0.009,0.010,0.010,0.010,0.009,0.008,0.009,0.014,0.018,0.028,0.021,0.016,0.018
23/08/11,VAL,NOX,,0.018,0.014,0.006,0.005,0.005,0.006,0.022,0.048,0.067,0.051,0.026,0.014,0.017,0.016,0.015,0.013,0.013,0.013,0.019,0.026,0.036,0.028,0.018,0.022
23/08/11,VAL,O3,,0.021,0.022,0.027,0.027,0.027,0.026,0.014,0.003,0.003,0.007,0.014,0.024,0.029,0.035,0.037,0.038,0.040,0.033,0.024,0.013,0.007,0.011,0.021,0.009
23/08/11,VAL,PM10,,9.6,8.3,4.8,5.5,4.2,5.3,10.0,16.9,19.4,9.9,8.0,9.0,6.3,2.4,4.2,8.1,4.8,9.8,10.1,9.6,16.9,13.1,4.1,8.8
23/08/11,VAL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
24/08/11,AGU,CO,,0.5,0.5,0.6,0.4,0.4,0.5,0.9,1.8,2.3,1.5,1.0,0.9,0.8,0.7,0.7,0.7,0.6,0.5,0.9,0.8,0.6,0.4,0.4,0.5
24/08/11,AGU,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,AGU,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,AGU,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,AGU,O3,,0.012,0.011,0.008,0.018,0.016,0.009,0.005,0.004,0.005,0.007,0.014,0.020,0.023,0.029,0.034,0.035,0.033,0.031,0.025,0.016,0.017,0.020,0.018,0.015
24/08/11,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,AGU,SO2,,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.005,0.004,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001
24/08/11,ATM,CO,,0.7,0.4,0.5,0.5,0.5,0.6,0.9,1.8,1.5,1.3,Cal.,0.8,0.9,1.0,0.8,0.7,0.8,0.8,1.1,1.2,1.2,1.1,0.9,1.0
24/08/11,ATM,NO,,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.015,0.023,0.011,0.120,0.002,0.002,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.003,0.004,0.004,0.004
24/08/11,ATM,NO2,,0.052,0.044,0.040,0.039,0.038,0.040,0.049,0.067,0.075,0.066,0.036,0.031,0.036,0.038,0.038,0.036,0.038,0.041,0.047,0.050,0.054,0.057,0.056,0.053
24/08/11,ATM,NOX,,0.054,0.046,0.041,0.041,0.040,0.042,0.054,0.083,0.099,0.078,0.049,0.033,0.038,0.040,0.040,0.038,0.040,0.042,0.049,0.053,0.057,0.062,0.060,0.057
24/08/11,ATM,O3,,0.017,0.026,0.027,0.023,0.020,0.012,0.005,0.000,0.004,0.010,0.018,0.026,0.029,0.035,0.038,0.045,0.047,0.041,0.036,0.023,0.011,0.007,0.010,0.006
24/08/11,ATM,PM10,,8.9,8.4,8.6,10.5,9.8,9.1,9.4,14.8,15.6,17.7,24.6,13.4,15.2,20.2,12.1,5.1,24.0,18.7,22.7,19.4,20.6,24.5,23.4,32.0
24/08/11,ATM,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
24/08/11,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,CEN,NO,,0.001,0.001,0.002,0.002,0.001,0.000,0.009,0.061,0.080,0.027,0.015,0.012,0.013,0.011,0.014,0.009,0.013,0.019,0.016,0.024,0.050,0.031,0.032,0.013
24/08/11,CEN,NO2,,0.045,0.040,0.030,0.023,0.026,0.030,0.043,0.051,0.046,0.038,0.031,0.032,0.033,0.032,0.033,0.032,0.033,0.036,0.040,0.042,0.058,0.057,0.057,0.047
24/08/11,CEN,NOX,,0.044,0.041,0.028,0.021,0.027,0.030,0.052,0.112,0.126,0.065,0.046,0.044,0.046,0.043,0.047,0.041,0.046,0.055,0.056,0.066,0.108,0.088,0.089,0.060
24/08/11,CEN,O3,,0.010,0.012,0.016,0.018,0.013,0.010,0.005,0.002,0.003,0.009,0.017,0.022,0.024,Mant.,0.032,0.036,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,LDO,CO,,0.9,0.9,0.8,0.7,0.9,1.0,1.3,1.9,1.4,1.0,1.0,1.0,0.8,0.9,1.0,1.0,1.0,1.1,1.1,1.2,1.2,1.1,1.1,1.1
24/08/11,LDO,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,LDO,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,LDO,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,LDO,O3,,0.023,0.022,0.029,0.030,0.023,0.016,0.014,0.009,0.012,0.019,0.025,0.029,0.038,0.040,0.048,0.049,0.053,0.048,0.043,0.033,0.016,0.015,0.015,0.014
24/08/11,LDO,PM10,,14.6,12.3,4.7,7.6,7.2,8.9,9.6,11.8,23.9,29.7,31.0,28.6,20.2,9.9,12.8,17.7,24.2,13.3,18.8,15.0,27.1,35.9,30.2,34.5
24/08/11,LDO,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
24/08/11,MIR,CO,,0.5,0.4,0.4,0.2,0.2,0.4,0.5,0.7,1.4,0.4,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1
24/08/11,MIR,NO,,0.003,0.003,0.001,0.004,0.004,0.006,0.009,0.034,0.044,0.008,0.008,0.006,0.002,0.001,0.001,0.002,0.001,0.002,0.001,0.007,0.002,Cal.,Cal.,0.019
24/08/11,MIR,NO2,,0.036,0.039,0.036,0.025,0.024,0.030,0.028,0.045,0.047,0.025,0.026,0.025,0.021,0.018,0.019,0.020,0.021,0.022,0.022,0.034,0.031,Cal.,Cal.,0.045
24/08/11,MIR,NOX,,0.037,0.042,0.036,0.021,0.020,0.035,0.036,0.080,0.091,0.033,0.033,0.031,0.022,0.017,0.018,0.019,0.020,0.020,0.020,0.040,0.032,Cal.,Cal.,0.063
24/08/11,MIR,O3,,0.002,0.001,0.001,0.009,0.005,0.001,0.000,0.001,0.001,0.009,0.015,0.021,0.025,0.030,0.036,0.039,0.036,0.033,0.027,0.015,0.011,0.000,0.000,0.000
24/08/11,MIR,PM10,,15.5,13.8,11.2,8.1,7.1,11.6,-0.1,13.6,19.3,12.4,21.1,22.0,20.5,16.0,15.3,16.5,16.8,22.0,18.6,27.6,39.4,0.0,0.0,24.5
24/08/11,MIR,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.011,0.008,0.005,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
24/08/11,OBL,CO,,1.0,1.0,1.0,0.9,1.0,1.1,1.4,2.3,2.3,1.8,1.4,1.3,1.4,1.4,1.4,1.3,1.3,1.2,1.6,1.5,1.8,1.9,1.9,1.6
24/08/11,OBL,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,OBL,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,OBL,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
24/08/11,OBL,O3,,0.034,0.038,0.039,0.034,0.028,0.023,0.018,0.013,0.015,0.021,0.029,0.034,0.039,0.043,0.045,0.048,0.053,0.050,0.043,0.033,0.021,0.016,0.013,0.015
24/08/11,OBL,PM10,,20.0,10.2,17.7,31.8,29.3,4.9,4.1,40.0,103.6,16.4,46.9,34.5,59.0,43.8,10.2,29.1,39.3,27.0,54.4,29.0,24.5,119.2,94.7,121.5
24/08/11,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
