FECHA,CLAVE_EST,PARAMETRO,PROMEDIO
24/01/2000,TLA,CO,7.4583
24/01/2000,VAL,CO,2.6625
25/01/2000,AGU,CO,1.6208
25/01/2000,ATM,CO,3.0958
25/01/2000,CEN,CO,1.3478
25/01/2000,LDO,CO,2.0583
25/01/2000,MIR,CO,2.425
25/01/2000,OBL,CO,3.3292
25/01/2000,TLA,CO,7.8833
25/01/2000,VAL,CO,2.9833
26/01/2000,AGU,CO,1.7571
26/01/2000,ATM,CO,2.4792
26/01/2000,CEN,CO,2.0958
26/01/2000,LDO,CO,1.575
26/01/2000,MIR,CO,2.175
26/01/2000,OBL,CO,2.4167
26/01/2000,TLA,CO,7.1864
26/01/2000,VAL,CO,2.1542
27/01/2000,AGU,CO,2.5
27/01/2000,ATM,CO,2.775
27/01/2000,CEN,CO,1.5111
27/01/2000,LDO,CO,2.0292
27/01/2000,MIR,CO,2.4458
27/01/2000,OBL,CO,2.3083
27/01/2000,TLA,CO,4.8652
27/01/2000,VAL,CO,2.125
28/01/2000,AGU,CO,2.1917
28/01/2000,ATM,CO,3.1833
28/01/2000,CEN,CO,1.5273
28/01/2000,LDO,CO,2.3542
28/01/2000,MIR,CO,2.9458
28/01/2000,OBL,CO,4.3
28/01/2000,TLA,CO,5.2792
28/01/2000,VAL,CO,2.7375
29/01/2000,AGU,CO,1.5063
29/01/2000,ATM,CO,2.9111
29/01/2000,CEN,CO,1.15
29/01/2000,LDO,CO,1.6056
29/01/2000,MIR,CO,2.0444
29/01/2000,OBL,CO,6.9778
29/01/2000,TLA,CO,4.4333
29/01/2000,VAL,CO,2.35
30/01/2000,AGU,CO,1.4727
30/01/2000,ATM,CO,2.4667
30/01/2000,CEN,CO,3.1083
30/01/2000,LDO,CO,1.7208
30/01/2000,MIR,CO,2.275
30/01/2000,OBL,CO,5.0042
30/01/2000,TLA,CO,0
30/01/2000,VAL,CO,1.875
31/01/2000,AGU,CO,1.8348
31/01/2000,ATM,CO,2.1292
31/01/2000,CEN,CO,1.9708
31/01/2000,LDO,CO,1.9708
31/01/2000,MIR,CO,2.8917
31/01/2000,OBL,CO,2.2667
31/01/2000,TLA,CO,1.86
31/01/2000,VAL,CO,1.9792
01/02/2000,AGU,CO,1.75
01/02/2000,ATM,CO,2.5458
01/02/2000,CEN,CO,2.2792
01/02/2000,LDO,CO,1.8333
01/02/2000,MIR,CO,1.8333
01/02/2000,OBL,CO,2.4042
01/02/2000,TLA,CO,#¡DIV/0!
01/02/2000,VAL,CO,2.3625
02/02/2000,AGU,CO,1.7217
02/02/2000,ATM,CO,2.525
02/02/2000,CEN,CO,2.0625
02/02/2000,LDO,CO,1.675
02/02/2000,MIR,CO,2.2875
02/02/2000,OBL,CO,2.1542
02/02/2000,TLA,CO,#¡DIV/0!
02/02/2000,VAL,CO,1.8958
03/02/2000,AGU,CO,2.3565
03/02/2000,ATM,CO,2.4522
03/02/2000,CEN,CO,1.8696
03/02/2000,LDO,CO,2.1217
03/02/2000,MIR,CO,2.8217
03/02/2000,OBL,CO,3.0174
03/02/2000,TLA,CO,6.6
03/02/2000,VAL,CO,2.5217
04/02/2000,AGU,CO,2.1813
04/02/2000,ATM,CO,3.3313
04/02/2000,CEN,CO,0.5
04/02/2000,LDO,CO,1.8813
04/02/2000,MIR,CO,3.1063
04/02/2000,OBL,CO,3.4813
04/02/2000,TLA,CO,6.8615
04/02/2000,VAL,CO,3.0063
05/02/2000,AGU,CO,1.8625
05/02/2000,ATM,CO,3.1792
05/02/2000,CEN,CO,0.975
05/02/2000,LDO,CO,1.5542
05/02/2000,MIR,CO,3.025
05/02/2000,OBL,CO,2.8125
05/02/2000,TLA,CO,4.725
05/02/2000,VAL,CO,2.6208
06/02/2000,AGU,CO,1.0696
06/02/2000,ATM,CO,2.6667
06/02/2000,CEN,CO,0.32
06/02/2000,LDO,CO,1.9792
06/02/2000,MIR,CO,3.2833
06/02/2000,OBL,CO,2.6083
06/02/2000,TLA,CO,4.5583
06/02/2000,VAL,CO,2.1375
07/02/2000,AGU,CO,2.3333
07/02/2000,ATM,CO,3.3042
07/02/2000,CEN,CO,1.9474
07/02/2000,LDO,CO,1.8542
07/02/2000,MIR,CO,3.2708
07/02/2000,OBL,CO,2.4875
07/02/2000,TLA,CO,4.4542
07/02/2000,VAL,CO,2.7792
08/02/2000,AGU,CO,1.245
08/02/2000,ATM,CO,1.7875
08/02/2000,CEN,CO,2.0917
08/02/2000,LDO,CO,1.0542
08/02/2000,MIR,CO,1.9875
08/02/2000,OBL,CO,1.4375
08/02/2000,TLA,CO,3.6708
08/02/2000,VAL,CO,1.6292
09/02/2000,AGU,CO,4.5708
09/02/2000,ATM,CO,2.2083
09/02/2000,CEN,CO,3.2875
09/02/2000,LDO,CO,1.3458
09/02/2000,MIR,CO,2.6542
09/02/2000,OBL,CO,3.6708
09/02/2000,TLA,CO,4.825
09/02/2000,VAL,CO,2.875
10/02/2000,AGU,CO,4.9208
10/02/2000,ATM,CO,3.4333
10/02/2000,CEN,CO,4.5042
10/02/2000,LDO,CO,2.7
10/02/2000,MIR,CO,3.3583
10/02/2000,OBL,CO,3.4375
10/02/2000,TLA,CO,6.5583
10/02/2000,VAL,CO,3.7625
11/02/2000,AGU,CO,1.02
11/02/2000,ATM,CO,2.7542
11/02/2000,CEN,CO,4.0917
11/02/2000,LDO,CO,2.4042
11/02/2000,MIR,CO,2.6708
11/02/2000,OBL,CO,2.3833
11/02/2000,TLA,CO,5.4708
11/02/2000,VAL,CO,2.35
12/02/2000,AGU,CO,#¡DIV/0!
12/02/2000,ATM,CO,2.1542
12/02/2000,CEN,CO,3.2292
12/02/2000,LDO,CO,2.1292
12/02/2000,MIR,CO,2.8833
12/02/2000,OBL,CO,2
12/02/2000,TLA,CO,5.0375
12/02/2000,VAL,CO,2.3583
13/02/2000,AGU,CO,#¡DIV/0!
13/02/2000,ATM,CO,2.3417
13/02/2000,CEN,CO,3.175
13/02/2000,LDO,CO,1.4792
13/02/2000,MIR,CO,2.4625
13/02/2000,OBL,CO,3.7542
13/02/2000,TLA,CO,5.2625
13/02/2000,VAL,CO,1.475
14/02/2000,AGU,CO,#¡DIV/0!
14/02/2000,ATM,CO,2.3125
14/02/2000,CEN,CO,2.9421
14/02/2000,LDO,CO,1.2875
14/02/2000,MIR,CO,3.325
14/02/2000,OBL,CO,2.0875
14/02/2000,TLA,CO,4.3917
14/02/2000,VAL,CO,1.9833
15/02/2000,AGU,CO,1.1889
15/02/2000,ATM,CO,2.4458
15/02/2000,CEN,CO,2.5458
15/02/2000,LDO,CO,1.2833
15/02/2000,MIR,CO,2.7667
15/02/2000,OBL,CO,2.1458
15/02/2000,TLA,CO,7.4792
15/02/2000,VAL,CO,1.9583
16/02/2000,AGU,CO,1.6636
16/02/2000,ATM,CO,2.5364
16/02/2000,CEN,CO,3.05
16/02/2000,LDO,CO,1.5182
16/02/2000,MIR,CO,1.9727
16/02/2000,OBL,CO,2.2636
16/02/2000,TLA,CO,5.7682
16/02/2000,VAL,CO,1.7727
17/02/2000,AGU,CO,1.8125
17/02/2000,ATM,CO,2.7688
17/02/2000,CEN,CO,2.5563
17/02/2000,LDO,CO,1.95
17/02/2000,MIR,CO,2.0438
17/02/2000,OBL,CO,2.9063
17/02/2000,TLA,CO,7.7688
17/02/2000,VAL,CO,2.0125
20/02/2000,AGU,CO,0.9167
20/02/2000,ATM,CO,1.9833
20/02/2000,CEN,CO,2.2458
20/02/2000,LDO,CO,1.075
20/02/2000,MIR,CO,1.5
20/02/2000,OBL,CO,2.6708
20/02/2000,TLA,CO,4.1042
20/02/2000,VAL,CO,1.6042
21/02/2000,AGU,CO,1.4792
21/02/2000,ATM,CO,2.1958
21/02/2000,CEN,CO,2.35
21/02/2000,LDO,CO,0.8208
21/02/2000,MIR,CO,1.2708
21/02/2000,OBL,CO,2.2292
21/02/2000,TLA,CO,2.7708
21/02/2000,VAL,CO,1.7667
22/02/2000,AGU,CO,1.2708
22/02/2000,ATM,CO,1.6
22/02/2000,CEN,CO,1.9417
22/02/2000,LDO,CO,1.3125
22/02/2000,MIR,CO,1.7375
22/02/2000,OBL,CO,1.7875
22/02/2000,TLA,CO,1.375
22/02/2000,VAL,CO,1.2417
23/02/2000,AGU,CO,1.94
23/02/2000,ATM,CO,2.51
23/02/2000,CEN,CO,2.535
23/02/2000,LDO,CO,1.3714
23/02/2000,MIR,CO,2.135
23/02/2000,OBL,CO,2.15
23/02/2000,TLA,CO,2.315
23/02/2000,VAL,CO,2.125
24/02/2000,AGU,CO,1.3792
24/02/2000,ATM,CO,2.5958
24/02/2000,CEN,CO,2.3083
24/02/2000,LDO,CO,1
24/02/2000,MIR,CO,1.4917
24/02/2000,OBL,CO,1.7708
24/02/2000,TLA,CO,1.8167
24/02/2000,VAL,CO,1.525
25/02/2000,AGU,CO,1.1625
25/02/2000,ATM,CO,1.725
25/02/2000,CEN,CO,2.6292
25/02/2000,LDO,CO,1.1083
25/02/2000,MIR,CO,2.775
25/02/2000,OBL,CO,1.9375
25/02/2000,TLA,CO,2.0875
25/02/2000,VAL,CO,1.3042
26/02/2000,AGU,CO,1.45
26/02/2000,ATM,CO,1.9333
26/02/2000,CEN,CO,2.6167
26/02/2000,LDO,CO,1.6417
26/02/2000,MIR,CO,2.8208
26/02/2000,OBL,CO,2.6042
26/02/2000,TLA,CO,2.2625
26/02/2000,VAL,CO,1.4417
27/02/2000,AGU,CO,1.4
27/02/2000,ATM,CO,2.78
27/02/2000,CEN,CO,3.4067
27/02/2000,LDO,CO,1.3133
27/02/2000,MIR,CO,2.8813
27/02/2000,OBL,CO,2.2933
27/02/2000,TLA,CO,2.5286
27/02/2000,VAL,CO,1.4667
28/02/2000,AGU,CO,1.425
28/02/2000,ATM,CO,2.4667
28/02/2000,CEN,CO,2.4667
28/02/2000,LDO,CO,1.0083
28/02/2000,MIR,CO,2.1375
28/02/2000,OBL,CO,2.175
28/02/2000,TLA,CO,1.5786
28/02/2000,VAL,CO,1.6917
29/02/2000,AGU,CO,1.4727
29/02/2000,ATM,CO,2.05
29/02/2000,CEN,CO,2.5636
29/02/2000,LDO,CO,0.5722
29/02/2000,MIR,CO,1.3
29/02/2000,OBL,CO,1.6909
29/02/2000,TLA,CO,1.5273
29/02/2000,VAL,CO,1.7409
01/03/2000,AGU,CO,1.3855
01/03/2000,ATM,CO,2.0653
01/03/2000,CEN,CO,2.7561
01/03/2000,LDO,CO,0.9306
01/03/2000,MIR,CO,1.8189
01/03/2000,OBL,CO,2.8589
01/03/2000,TLA,CO,-0.0188
01/03/2000,VAL,CO,1.3796
02/03/2000,AGU,CO,1.5119
02/03/2000,ATM,CO,2.0242
02/03/2000,CEN,CO,2.5886
02/03/2000,LDO,CO,0.947
02/03/2000,MIR,CO,2.3908
02/03/2000,OBL,CO,1.5087
02/03/2000,TLA,CO,0.0613
02/03/2000,VAL,CO,1.4468
03/03/2000,AGU,CO,1.3737
03/03/2000,ATM,CO,1.5859
03/03/2000,CEN,CO,2.4613
03/03/2000,LDO,CO,2.1919
03/03/2000,MIR,CO,2.1172
03/03/2000,OBL,CO,1.624
03/03/2000,TLA,CO,1.1285
03/03/2000,VAL,CO,1.3413
04/03/2000,AGU,CO,1.4225
04/03/2000,ATM,CO,1.9153
04/03/2000,CEN,CO,2.629
04/03/2000,LDO,CO,0.6473
04/03/2000,MIR,CO,1.5111
04/03/2000,OBL,CO,1.9704
04/03/2000,TLA,CO,1.0009
04/03/2000,VAL,CO,1.4645
05/03/2000,AGU,CO,0.9481
05/03/2000,ATM,CO,1.331
05/03/2000,CEN,CO,1.6892
05/03/2000,LDO,CO,0.8445
05/03/2000,MIR,CO,1.614
05/03/2000,OBL,CO,2.1588
05/03/2000,TLA,CO,0.9524
05/03/2000,VAL,CO,1.0594
06/03/2000,AGU,CO,1.4192
06/03/2000,ATM,CO,2.1661
06/03/2000,CEN,CO,2.6793
06/03/2000,LDO,CO,1.1586
06/03/2000,MIR,CO,1.8605
06/03/2000,OBL,CO,1.3315
06/03/2000,TLA,CO,1.3968
06/03/2000,VAL,CO,1.5218
07/03/2000,AGU,CO,1.3384
07/03/2000,ATM,CO,2.4529
07/03/2000,CEN,CO,2.9217
07/03/2000,LDO,CO,1.3752
07/03/2000,MIR,CO,1.4281
07/03/2000,OBL,CO,2.2809
07/03/2000,TLA,CO,1.4102
07/03/2000,VAL,CO,1.6336
08/03/2000,AGU,CO,1.2572
08/03/2000,ATM,CO,2.2155
08/03/2000,CEN,CO,2.3355
08/03/2000,LDO,CO,1.1771
08/03/2000,MIR,CO,1.9573
08/03/2000,OBL,CO,1.9715
08/03/2000,TLA,CO,1.5086
08/03/2000,VAL,CO,1.5737
09/03/2000,AGU,CO,1.6353
09/03/2000,ATM,CO,1.9943
09/03/2000,CEN,CO,3.0305
09/03/2000,LDO,CO,1.1577
09/03/2000,MIR,CO,2.7879
09/03/2000,OBL,CO,1.7108
09/03/2000,TLA,CO,1.7512
09/03/2000,VAL,CO,1.4027
10/03/2000,AGU,CO,1.6108
10/03/2000,ATM,CO,2.2894
10/03/2000,CEN,CO,3.6122
10/03/2000,LDO,CO,1.3991
10/03/2000,MIR,CO,2.122
10/03/2000,OBL,CO,2.4578
10/03/2000,TLA,CO,2.0449
10/03/2000,VAL,CO,1.7147
11/03/2000,AGU,CO,0.4718
11/03/2000,ATM,CO,2.1012
11/03/2000,CEN,CO,3.2388
11/03/2000,LDO,CO,1.4781
11/03/2000,MIR,CO,2.4482
11/03/2000,OBL,CO,1.9754
11/03/2000,TLA,CO,1.8001
11/03/2000,VAL,CO,1.5179
12/03/2000,AGU,CO,0.94
12/03/2000,ATM,CO,1.8774
12/03/2000,CEN,CO,2.1585
12/03/2000,LDO,CO,1.2516
12/03/2000,MIR,CO,1.7918
12/03/2000,OBL,CO,1.5317
12/03/2000,TLA,CO,1.0538
12/03/2000,VAL,CO,1.3645
13/03/2000,AGU,CO,1.1403
13/03/2000,ATM,CO,1.7822
13/03/2000,CEN,CO,1.9349
13/03/2000,LDO,CO,1.9716
13/03/2000,MIR,CO,2.0105
13/03/2000,OBL,CO,1.9885
13/03/2000,TLA,CO,1.2257
13/03/2000,VAL,CO,1.5315
14/03/2000,AGU,CO,1.1607
14/03/2000,ATM,CO,1.768
14/03/2000,CEN,CO,2.157
14/03/2000,LDO,CO,0.5731
14/03/2000,MIR,CO,1.5074
14/03/2000,OBL,CO,1.7417
14/03/2000,TLA,CO,0.9942
14/03/2000,VAL,CO,1.3909
15/03/2000,AGU,CO,0.7672
15/03/2000,ATM,CO,1.9759
15/03/2000,CEN,CO,2.693
15/03/2000,LDO,CO,0.7638
15/03/2000,MIR,CO,1.32
15/03/2000,OBL,CO,1.8115
15/03/2000,TLA,CO,1.0283
15/03/2000,VAL,CO,1.4083
16/03/2000,AGU,CO,1.3101
16/03/2000,ATM,CO,2.3437
16/03/2000,CEN,CO,3.1704
16/03/2000,LDO,CO,1.0428
16/03/2000,MIR,CO,1.9668
16/03/2000,OBL,CO,2.312
16/03/2000,TLA,CO,2.0375
16/03/2000,VAL,CO,1.7066
17/03/2000,AGU,CO,1.1872
17/03/2000,ATM,CO,2.5117
17/03/2000,CEN,CO,2.8923
17/03/2000,LDO,CO,1.5509
17/03/2000,MIR,CO,2.0579
17/03/2000,OBL,CO,2.0469
17/03/2000,TLA,CO,2.3292
17/03/2000,VAL,CO,1.7123
18/03/2000,AGU,CO,1.4423
18/03/2000,ATM,CO,1.7086
18/03/2000,CEN,CO,2.8176
18/03/2000,LDO,CO,1.451
18/03/2000,MIR,CO,2.3852
18/03/2000,OBL,CO,1.9145
18/03/2000,TLA,CO,1.8778
18/03/2000,VAL,CO,1.3976
19/03/2000,AGU,CO,1.4435
19/03/2000,ATM,CO,2.3355
19/03/2000,CEN,CO,3.6267
19/03/2000,LDO,CO,1.2681
19/03/2000,MIR,CO,2.5313
19/03/2000,OBL,CO,2.0942
19/03/2000,TLA,CO,3.65
19/03/2000,VAL,CO,1.3959
20/03/2000,AGU,CO,1.0362
20/03/2000,ATM,CO,1.9969
20/03/2000,CEN,CO,3.1631
20/03/2000,LDO,CO,1.3898
20/03/2000,MIR,CO,2.1511
20/03/2000,OBL,CO,1.9625
20/03/2000,TLA,CO,2.1417
20/03/2000,VAL,CO,1.4085
21/03/2000,AGU,CO,0.9213
21/03/2000,ATM,CO,1.9911
21/03/2000,CEN,CO,2.8593
21/03/2000,LDO,CO,1.1565
21/03/2000,MIR,CO,1.8086
21/03/2000,OBL,CO,2.336
21/03/2000,TLA,CO,1.015
21/03/2000,VAL,CO,1.4066
22/03/2000,AGU,CO,1.2832
22/03/2000,ATM,CO,2.0424
22/03/2000,CEN,CO,2.7833
22/03/2000,LDO,CO,0.884
22/03/2000,MIR,CO,1.8795
22/03/2000,OBL,CO,1.8166
22/03/2000,TLA,CO,2.7708
22/03/2000,VAL,CO,1.5028
23/03/2000,AGU,CO,1.7956
23/03/2000,ATM,CO,1.8473
23/03/2000,CEN,CO,2.5429
23/03/2000,LDO,CO,1.0888
23/03/2000,MIR,CO,2.1492
23/03/2000,OBL,CO,1.7389
23/03/2000,TLA,CO,2.5917
23/03/2000,VAL,CO,1.5714
24/03/2000,AGU,CO,1.3047
24/03/2000,ATM,CO,1.8857
24/03/2000,CEN,CO,2.7878
24/03/2000,LDO,CO,1.4346
24/03/2000,MIR,CO,2.1879
24/03/2000,OBL,CO,1.5957
24/03/2000,TLA,CO,2.4208
24/03/2000,VAL,CO,1.309
25/03/2000,AGU,CO,1.6515
25/03/2000,ATM,CO,2.1518
25/03/2000,CEN,CO,2.6163
25/03/2000,LDO,CO,1.6038
25/03/2000,MIR,CO,2.1839
25/03/2000,OBL,CO,1.7644
25/03/2000,TLA,CO,2.6458
25/03/2000,VAL,CO,1.3001
26/03/2000,AGU,CO,1.1211
26/03/2000,ATM,CO,1.9468
26/03/2000,CEN,CO,2.6396
26/03/2000,LDO,CO,1.1468
26/03/2000,MIR,CO,1.5675
26/03/2000,OBL,CO,2.0494
26/03/2000,TLA,CO,1.25
26/03/2000,VAL,CO,1.4805
27/03/2000,AGU,CO,1.6405
27/03/2000,ATM,CO,1.9748
27/03/2000,CEN,CO,2.8284
27/03/2000,LDO,CO,1.3428
27/03/2000,MIR,CO,1.9927
27/03/2000,OBL,CO,1.8476
27/03/2000,TLA,CO,1.4542
27/03/2000,VAL,CO,1.5076
28/03/2000,AGU,CO,0.832
28/03/2000,ATM,CO,1.318
28/03/2000,CEN,CO,2.2153
28/03/2000,LDO,CO,2.7756
28/03/2000,MIR,CO,1.388
28/03/2000,OBL,CO,1.6928
28/03/2000,TLA,CO,1.6286
28/03/2000,VAL,CO,1.1727
29/03/2000,AGU,CO,0.7839
29/03/2000,ATM,CO,1.6614
29/03/2000,CEN,CO,2.0125
29/03/2000,LDO,CO,1.1654
29/03/2000,MIR,CO,1.8887
29/03/2000,OBL,CO,1.3678
29/03/2000,TLA,CO,1.4625
29/03/2000,VAL,CO,1.2153
30/03/2000,AGU,CO,1.5451
30/03/2000,ATM,CO,1.6071
30/03/2000,CEN,CO,1.7923
30/03/2000,LDO,CO,1.1413
30/03/2000,MIR,CO,1.7165
30/03/2000,OBL,CO,1.5078
30/03/2000,TLA,CO,1.6105
30/03/2000,VAL,CO,1.1556
31/03/2000,AGU,CO,1.5481
31/03/2000,ATM,CO,1.9681
31/03/2000,CEN,CO,3.3835
31/03/2000,LDO,CO,1.5929
31/03/2000,MIR,CO,1.9059
31/03/2000,OBL,CO,1.5594
31/03/2000,TLA,CO,2
31/03/2000,VAL,CO,1.381
01/04/2000,AGU,CO,1.4909
01/04/2000,ATM,CO,2.1182
01/04/2000,CEN,CO,3.0909
01/04/2000,LDO,CO,1.4818
01/04/2000,MIR,CO,2.1364
01/04/2000,OBL,CO,2.2909
01/04/2000,TLA,CO,1.8318
01/04/2000,VAL,CO,1.4955
02/04/2000,AGU,CO,0.5
02/04/2000,ATM,CO,2.0167
02/04/2000,CEN,CO,2.5083
02/04/2000,LDO,CO,1.1458
02/04/2000,MIR,CO,1.6792
02/04/2000,OBL,CO,2.1417
02/04/2000,TLA,CO,1.3
02/04/2000,VAL,CO,1.3375
03/04/2000,AGU,CO,1.4208
03/04/2000,ATM,CO,2.4167
03/04/2000,CEN,CO,2.7333
03/04/2000,LDO,CO,1.7458
03/04/2000,MIR,CO,2.4625
03/04/2000,OBL,CO,1.9792
03/04/2000,TLA,CO,2.5208
03/04/2000,VAL,CO,1.7792
04/04/2000,AGU,CO,1.4167
04/04/2000,ATM,CO,1.95
04/04/2000,CEN,CO,2.3917
04/04/2000,LDO,CO,0.8708
04/04/2000,MIR,CO,1.7083
04/04/2000,OBL,CO,1.6083
04/04/2000,TLA,CO,1.0905
04/04/2000,VAL,CO,1.5917
05/04/2000,AGU,CO,1.1833
05/04/2000,ATM,CO,1.4583
05/04/2000,CEN,CO,1.8708
05/04/2000,LDO,CO,0.6958
05/04/2000,MIR,CO,1.675
05/04/2000,OBL,CO,1.3583
05/04/2000,TLA,CO,1.725
05/04/2000,VAL,CO,1.4667
06/04/2000,AGU,CO,2.0917
06/04/2000,ATM,CO,1.7333
06/04/2000,CEN,CO,2.1333
06/04/2000,LDO,CO,0.9958
06/04/2000,MIR,CO,2.1083
06/04/2000,OBL,CO,1.25
06/04/2000,TLA,CO,2.081
06/04/2000,VAL,CO,1.2917
07/04/2000,AGU,CO,2.2083
07/04/2000,ATM,CO,2.2917
07/04/2000,CEN,CO,3.525
07/04/2000,LDO,CO,0.995
07/04/2000,MIR,CO,2.4542
07/04/2000,OBL,CO,5.5
07/04/2000,TLA,CO,1.8833
07/04/2000,VAL,CO,1.55
08/04/2000,AGU,CO,1.7917
08/04/2000,ATM,CO,2.2708
08/04/2000,CEN,CO,3.0667
08/04/2000,LDO,CO,1.6708
08/04/2000,MIR,CO,2.3583
08/04/2000,OBL,CO,3.8708
08/04/2000,TLA,CO,1.7833
08/04/2000,VAL,CO,1.7292
09/04/2000,AGU,CO,0.7083
09/04/2000,ATM,CO,1.4625
09/04/2000,CEN,CO,1.4208
09/04/2000,LDO,CO,0.8042
09/04/2000,MIR,CO,1.2667
09/04/2000,OBL,CO,1.6958
09/04/2000,TLA,CO,1.2542
09/04/2000,VAL,CO,1.2042
10/04/2000,AGU,CO,1.2667
10/04/2000,ATM,CO,1.9333
10/04/2000,CEN,CO,2.2875
10/04/2000,LDO,CO,0.9833
10/04/2000,MIR,CO,1.8125
10/04/2000,OBL,CO,2.4083
10/04/2000,TLA,CO,1.5348
10/04/2000,VAL,CO,1.35
11/04/2000,AGU,CO,1.65
11/04/2000,ATM,CO,2.0542
11/04/2000,CEN,CO,2.5458
11/04/2000,LDO,CO,1.187
11/04/2000,MIR,CO,1.8458
11/04/2000,OBL,CO,2.9292
11/04/2000,TLA,CO,1.6364
11/04/2000,VAL,CO,1.7458
12/04/2000,AGU,CO,1.7
12/04/2000,ATM,CO,2.1708
12/04/2000,CEN,CO,2.8167
12/04/2000,LDO,CO,0.8826
12/04/2000,MIR,CO,1.7458
12/04/2000,OBL,CO,2.85
12/04/2000,TLA,CO,1.3565
12/04/2000,VAL,CO,1.625
13/04/2000,AGU,CO,2.5958
13/04/2000,ATM,CO,2.1583
13/04/2000,CEN,CO,2.975
13/04/2000,LDO,CO,1.3375
13/04/2000,MIR,CO,1.8583
13/04/2000,OBL,CO,2.5958
13/04/2000,TLA,CO,1.7792
13/04/2000,VAL,CO,1.75
14/04/2000,AGU,CO,1.5375
14/04/2000,ATM,CO,2.3292
14/04/2000,CEN,CO,2.5083
14/04/2000,LDO,CO,1.1083
14/04/2000,MIR,CO,2.2625
14/04/2000,OBL,CO,1.6217
14/04/2000,TLA,CO,2.1
14/04/2000,VAL,CO,1.6542
15/04/2000,AGU,CO,1.3458
15/04/2000,ATM,CO,2.0792
15/04/2000,CEN,CO,2.4875
15/04/2000,LDO,CO,1.05
15/04/2000,MIR,CO,1.7667
15/04/2000,OBL,CO,1.5083
15/04/2000,TLA,CO,1.5917
15/04/2000,VAL,CO,1.475
16/04/2000,AGU,CO,1.2
16/04/2000,ATM,CO,2.1917
16/04/2000,CEN,CO,2.7458
16/04/2000,LDO,CO,1.25
16/04/2000,MIR,CO,2.0125
16/04/2000,OBL,CO,4.2875
16/04/2000,TLA,CO,2.0792
16/04/2000,VAL,CO,1.5125
17/04/2000,AGU,CO,1.275
17/04/2000,ATM,CO,2.2667
17/04/2000,CEN,CO,2.7542
17/04/2000,LDO,CO,0.6684
17/04/2000,MIR,CO,2.1583
17/04/2000,OBL,CO,2.0667
17/04/2000,TLA,CO,2.5792
17/04/2000,VAL,CO,1.7042
18/04/2000,AGU,CO,1.6333
18/04/2000,ATM,CO,1.7417
18/04/2000,CEN,CO,2.4667
18/04/2000,LDO,CO,2.175
18/04/2000,MIR,CO,1.8542
18/04/2000,OBL,CO,1.575
18/04/2000,TLA,CO,2.0167
18/04/2000,VAL,CO,1.5833
19/04/2000,AGU,CO,1.5042
19/04/2000,ATM,CO,1.8792
19/04/2000,CEN,CO,2.8417
19/04/2000,LDO,CO,0.5182
19/04/2000,MIR,CO,1.7917
19/04/2000,OBL,CO,1.8667
19/04/2000,TLA,CO,1.8565
19/04/2000,VAL,CO,1.4875
20/04/2000,AGU,CO,2.7042
20/04/2000,ATM,CO,1.575
20/04/2000,CEN,CO,2.1
20/04/2000,LDO,CO,0.6278
20/04/2000,MIR,CO,1.7833
20/04/2000,OBL,CO,1.4833
20/04/2000,TLA,CO,1
20/04/2000,VAL,CO,1.4167
21/04/2000,AGU,CO,0.7708
21/04/2000,ATM,CO,1.2083
21/04/2000,CEN,CO,1.6292
21/04/2000,LDO,CO,0.1545
21/04/2000,MIR,CO,1.2792
21/04/2000,OBL,CO,1.3417
21/04/2000,TLA,CO,2.1333
21/04/2000,VAL,CO,1.2333
22/04/2000,AGU,CO,0.8917
22/04/2000,ATM,CO,1.4583
22/04/2000,CEN,CO,1.8875
22/04/2000,LDO,CO,0.625
22/04/2000,MIR,CO,1.5708
22/04/2000,OBL,CO,1.6417
22/04/2000,TLA,CO,2.0917
22/04/2000,VAL,CO,1.2583
23/04/2000,AGU,CO,0.9417
23/04/2000,ATM,CO,1.2375
23/04/2000,CEN,CO,1.9958
23/04/2000,LDO,CO,1.125
23/04/2000,MIR,CO,1.625
23/04/2000,OBL,CO,4.2542
23/04/2000,TLA,CO,2.3458
23/04/2000,VAL,CO,1.2833
24/04/2000,AGU,CO,1.5083
24/04/2000,ATM,CO,1.4833
24/04/2000,CEN,CO,2.2333
24/04/2000,LDO,CO,1.75
24/04/2000,MIR,CO,2.1792
24/04/2000,OBL,CO,1.5958
24/04/2000,TLA,CO,1.8545
24/04/2000,VAL,CO,1.4792
25/04/2000,AGU,CO,1.3417
25/04/2000,ATM,CO,1.8
25/04/2000,CEN,CO,2.6208
25/04/2000,LDO,CO,0.95
25/04/2000,MIR,CO,1.9333
25/04/2000,OBL,CO,1.2292
25/04/2000,TLA,CO,1.7542
25/04/2000,VAL,CO,1.625
26/04/2000,AGU,CO,1.4167
26/04/2000,ATM,CO,1.8625
26/04/2000,CEN,CO,3.1208
26/04/2000,LDO,CO,1.2917
26/04/2000,MIR,CO,1.8917
26/04/2000,OBL,CO,1.7875
26/04/2000,TLA,CO,2.4458
26/04/2000,VAL,CO,1.4708
27/04/2000,AGU,CO,1.4417
27/04/2000,ATM,CO,1.8542
27/04/2000,CEN,CO,2.5292
27/04/2000,LDO,CO,0.9708
27/04/2000,MIR,CO,1.95
27/04/2000,OBL,CO,1.7292
27/04/2000,TLA,CO,3.0625
27/04/2000,VAL,CO,1.2875
28/04/2000,AGU,CO,1.25
28/04/2000,ATM,CO,1.7125
